sgRNA	gene	CTRL_ERS717283.plasmid	CTRL_AHumanV1scr_r1-altered	MOLM_rep_1	MOLM_rep_2	MV411_rep_1	MV411_rep_2	HL60_rep_1	HL60_rep_2	OCIAML2_rep_1	OCIAML2_rep_2	OCIAML3_rep_1	OCIAML3_rep_2
ABCA8_CCDS11680.1_ex29_17:66924077-66924100:+_5-4	ABCA8	340	482	671	300	353	784	260	373	277	582	345	576
ABCA8_CCDS11680.1_ex21_17:66902267-66902290:-_5-1	ABCA8	282	295	469	143	308	297	211	210	174	390	211	223
ABCA8_CCDS11680.1_ex29_17:66924136-66924159:+_5-5	ABCA8	588	670	282	57	228	720	422	477	539	636	401	498
ABCA8_CCDS11680.1_ex24_17:66914172-66914195:+_5-2	ABCA8	748	992	483	901	467	817	532	756	627	920	581	745
ABCA8_CCDS11680.1_ex28_17:66920855-66920878:-_5-3	ABCA8	240	315	323	119	70	255	221	192	296	351	349	387
ABCA9_CCDS11681.1_ex31_17:67031481-67031504:+_5-3	ABCA9	49	60	0	2	136	36	44	79	82	57	16	4
ABCA9_CCDS11681.1_ex32_17:67031846-67031869:-_5-5	ABCA9	443	461	252	283	163	297	284	221	328	380	355	394
ABCA9_CCDS11681.1_ex31_17:67031505-67031528:+_5-4	ABCA9	341	477	294	210	485	697	381	290	238	290	416	387
ABCA9_CCDS11681.1_ex31_17:67031450-67031473:+_5-2	ABCA9	0	0	0	0	0	0	0	0	0	0	0	0
ABCA9_CCDS11681.1_ex23_17:67022582-67022605:-_5-1	ABCA9	5	16	0	0	0	0	9	12	0	3	0	6
ABCB1_CCDS5608.1_ex17_7:87179861-87179884:-_5-2	ABCB1	300	425	209	131	284	430	215	338	437	407	172	257
ABCB1_CCDS5608.1_ex15_7:87179269-87179292:+_5-1	ABCB1	100	156	269	84	232	251	109	113	100	136	49	26
ABCB1_CCDS5608.1_ex22_7:87196271-87196294:-_5-5	ABCB1	38	28	0	0	367	6	28	46	34	58	20	53
ABCB1_CCDS5608.1_ex20_7:87190653-87190676:-_5-3	ABCB1	243	288	15	78	100	183	189	207	195	363	143	208
ABCB1_CCDS5608.1_ex22_7:87196148-87196171:-_5-4	ABCB1	195	229	34	542	10	0	124	197	106	119	99	79
ABCB10_CCDS1580.1_ex8_1:229676480-229676503:+_5-1	ABCB10	432	598	396	443	230	421	468	481	387	648	674	641
ABCB10_CCDS1580.1_ex9_1:229678075-229678098:-_5-2	ABCB10	571	723	384	537	482	824	741	764	493	775	564	966
ABCB10_CCDS1580.1_ex12_1:229694267-229694290:+_5-5	ABCB10	408	500	385	334	845	274	259	222	195	291	200	265
ABCB11_CCDS46444.1_ex18_2:169842760-169842783:-_5-2	ABCB11	926	1075	706	788	790	926	941	906	635	853	451	551
ABCB11_CCDS46444.1_ex23_2:169869923-169869946:+_5-5	ABCB11	490	643	506	451	1354	652	342	459	588	666	882	966
ABCB11_CCDS46444.1_ex16_2:169833142-169833165:-_5-1	ABCB11	186	217	93	34	299	330	132	74	110	110	230	361
ABCB11_CCDS46444.1_ex22_2:169853154-169853177:-_5-4	ABCB11	315	320	42	7	0	52	212	267	288	231	113	288
ABCB11_CCDS46444.1_ex20_2:169850327-169850350:+_5-3	ABCB11	364	365	243	265	109	288	289	502	278	488	254	336
ABCB4_CCDS5605.1_ex23_7:87083877-87083900:-_5-4	ABCB4	545	582	305	344	406	373	364	657	631	828	456	353
ABCB4_CCDS5605.1_ex13_7:87060823-87060846:+_5-1	ABCB4	642	616	509	373	472	446	547	676	363	588	722	742
ABCB4_CCDS5605.1_ex17_7:87072977-87073000:+_5-2	ABCB4	139	137	130	44	70	102	684	1884	113	165	11	56
ABCB4_CCDS5605.1_ex24_7:87092206-87092229:-_5-5	ABCB4	233	254	172	153	807	130	157	182	199	290	87	165
ABCB4_CCDS5605.1_ex22_7:87082254-87082277:-_5-3	ABCB4	390	401	217	177	590	284	295	233	373	450	343	416
ABCB5_CCDS5371.1_ex2_7:20721132-20721155:+_6-6	ABCB5	247	379	175	23	433	232	156	323	398	416	262	285
ABCB5_CCDS5371.1_ex0_7:20691170-20691193:+_6-2	ABCB5	220	241	215	165	263	722	341	271	162	262	229	391
ABCB5_CCDS5371.1_ex1_7:20698153-20698176:+_6-5	ABCB5	224	271	139	128	301	275	731	1119	298	291	315	330
ABCB5_CCDS5371.1_ex0_7:20691136-20691159:-_6-1	ABCB5	45	50	290	0	58	9	96	38	18	57	17	0
ABCB5_CCDS5371.1_ex0_7:20691212-20691235:+_6-3	ABCB5	15	19	0	139	0	0	4	21	26	17	21	0
ABCB5_CCDS5371.1_ex1_7:20698127-20698150:+_6-4	ABCB5	14	10	37	0	0	11	20	0	4	28	13	25
ABCB6_CCDS2436.1_ex15_2:220081125-220081148:+_5-3	ABCB6	282	343	76	46	150	399	171	144	205	128	147	121
ABCB6_CCDS2436.1_ex18_2:220083172-220083195:+_5-4	ABCB6	307	310	578	104	75	179	417	362	274	256	141	210
ABCB6_CCDS2436.1_ex14_2:220080858-220080881:+_5-2	ABCB6	625	855	536	747	505	1184	534	665	647	825	699	1021
ABCB6_CCDS2436.1_ex18_2:220083276-220083299:+_5-5	ABCB6	379	505	381	177	939	147	458	517	488	676	510	809
ABCB6_CCDS2436.1_ex14_2:220080836-220080859:-_5-1	ABCB6	610	675	693	672	507	534	592	642	563	525	821	1050
ABCB7_CCDS14428.1_ex15_X:74375994-74376017:-_5-5	ABCB7	727	726	130	290	64	490	160	173	410	492	163	305
ABCB7_CCDS14428.1_ex9_X:74293704-74293727:-_5-1	ABCB7	602	791	192	295	33	71	216	158	290	301	206	193
ABCB7_CCDS14428.1_ex15_X:74375942-74375965:+_5-4	ABCB7	457	444	110	229	94	256	256	122	139	173	229	224
ABCB7_CCDS14428.1_ex9_X:74293741-74293764:-_5-2	ABCB7	225	285	0	59	10	77	9	65	104	289	58	84
ABCB7_CCDS14428.1_ex10_X:74295284-74295307:-_5-3	ABCB7	102	109	10	17	0	140	16	9	37	54	17	49
ABCB8_CCDS5913.1_ex5_7:150732708-150732731:-_5-4	ABCB8	533	641	775	432	542	219	384	522	406	565	320	272
ABCB8_CCDS5913.1_ex6_7:150733026-150733049:-_5-5	ABCB8	727	843	600	447	859	820	636	503	586	756	861	892
ABCB8_CCDS5913.1_ex3_7:150731626-150731649:-_5-2	ABCB8	607	649	300	739	147	511	772	449	509	743	411	432
ABCB8_CCDS5913.1_ex2_7:150731432-150731455:+_5-1	ABCB8	322	352	295	410	358	264	204	124	227	364	100	247
ABCB8_CCDS5913.1_ex4_7:150731823-150731846:+_5-3	ABCB8	110	104	78	77	4	330	326	207	66	124	30	18
ABCB9_CCDS58286.1_ex9_12:123444500-123444523:+_5-5	ABCB9	370	535	322	84	213	607	484	388	349	518	305	487
ABCB9_CCDS58286.1_ex9_12:123444226-123444249:-_5-3	ABCB9	507	613	323	1179	297	1257	611	560	450	721	361	713
ABCB9_CCDS58286.1_ex7_12:123434395-123434418:+_5-1	ABCB9	207	259	53	29	507	62	260	426	271	158	60	169
ABCB9_CCDS58286.1_ex9_12:123444407-123444430:+_5-4	ABCB9	261	278	476	128	92	177	138	257	275	329	122	185
ABCB9_CCDS58286.1_ex7_12:123434450-123434473:-_5-2	ABCB9	1087	1232	1224	247	241	1856	1706	1475	1103	1448	990	1557
ABCC1_CCDS42122.1_ex5_16:16126994-16127017:-_5-1	ABCC1	299	320	566	186	188	70	298	138	127	276	81	286
ABCC1_CCDS42122.1_ex7_16:16138396-16138419:+_5-3	ABCC1	404	479	183	288	410	488	338	352	414	533	367	578
ABCC1_CCDS42122.1_ex16_16:16177311-16177334:+_5-5	ABCC1	118	140	0	10	4	26	17	95	144	127	93	172
ABCC1_CCDS42122.1_ex6_16:16130324-16130347:-_5-2	ABCC1	371	484	161	700	278	553	186	294	303	493	142	294
ABCC1_CCDS42122.1_ex9_16:16142029-16142052:-_5-4	ABCC1	893	1128	1231	1118	727	844	900	928	673	1023	1067	1502
ABCC10_CCDS4896.1_ex0_6:43400767-43400790:+_5-3	ABCC10	575	673	474	564	211	581	316	358	367	542	402	506
ABCC10_CCDS4896.1_ex6_6:43409645-43409668:-_5-5	ABCC10	516	626	67	241	107	912	401	288	348	368	383	395
ABCC10_CCDS4896.1_ex0_6:43400379-43400402:+_5-1	ABCC10	577	691	162	264	1406	548	524	384	522	504	623	723
ABCC10_CCDS4896.1_ex1_6:43402501-43402524:-_5-4	ABCC10	306	445	114	127	33	522	302	306	133	260	227	195
ABCC10_CCDS4896.1_ex0_6:43400561-43400584:+_5-2	ABCC10	463	552	433	168	141	433	389	346	329	540	262	344
ABCC11_CCDS10732.1_ex17_16:48239361-48239384:-_5-2	ABCC11	451	535	979	578	848	661	315	406	502	511	390	416
ABCC11_CCDS10732.1_ex15_16:48234306-48234329:+_5-1	ABCC11	232	260	141	180	141	420	327	227	210	329	100	171
ABCC11_CCDS10732.1_ex19_16:48244986-48245009:-_5-3	ABCC11	449	498	642	421	385	535	141	200	338	431	500	691
ABCC11_CCDS10732.1_ex24_16:48256598-48256621:+_5-5	ABCC11	155	182	100	217	73	333	183	180	185	283	81	81
ABCC11_CCDS10732.1_ex23_16:48250102-48250125:+_5-4	ABCC11	595	682	470	1456	468	502	552	441	662	897	359	718
ABCC12_CCDS10730.1_ex25_16:48174665-48174688:-_5-2	ABCC12	531	678	1320	498	984	505	618	633	606	844	473	547
ABCC12_CCDS10730.1_ex27_16:48177841-48177864:+_5-3	ABCC12	360	436	85	162	152	184	171	518	135	285	193	143
ABCC12_CCDS10730.1_ex27_16:48177956-48177979:-_5-5	ABCC12	427	489	365	604	320	183	449	458	200	299	427	512
ABCC12_CCDS10730.1_ex27_16:48177882-48177905:-_5-4	ABCC12	320	374	259	615	756	454	335	462	272	386	343	606
ABCC12_CCDS10730.1_ex22_16:48167596-48167619:-_5-1	ABCC12	976	1236	1386	1650	1127	986	1020	969	1079	1400	1080	1618
ABCC2_CCDS7484.1_ex5_10:101554194-101554217:+_5-3	ABCC2	258	326	18	297	656	279	275	262	292	241	193	300
ABCC2_CCDS7484.1_ex3_10:101553372-101553395:-_5-2	ABCC2	105	112	208	58	180	95	168	19	39	67	104	39
ABCC2_CCDS7484.1_ex14_10:101571346-101571369:-_5-5	ABCC2	866	1056	1059	1096	1261	1698	2021	2329	1039	1400	1288	1774
ABCC2_CCDS7484.1_ex6_10:101556878-101556901:-_5-4	ABCC2	445	483	1627	187	366	553	752	439	808	785	270	486
ABCC2_CCDS7484.1_ex2_10:101552071-101552094:-_5-1	ABCC2	302	332	72	26	164	206	192	179	226	259	280	246
ABCC3_CCDS32681.1_ex7_17:48738310-48738333:+_5-5	ABCC3	383	332	190	373	75	321	381	362	297	405	454	434
ABCC3_CCDS32681.1_ex6_17:48736602-48736625:-_5-4	ABCC3	387	421	1039	394	134	243	339	241	388	480	427	462
ABCC3_CCDS32681.1_ex1_17:48733311-48733334:-_5-2	ABCC3	749	832	971	625	246	1439	654	625	858	1248	856	818
ABCC3_CCDS32681.1_ex3_17:48734423-48734446:+_5-3	ABCC3	433	626	320	188	329	294	392	356	339	470	467	653
ABCC3_CCDS32681.1_ex1_17:48733267-48733290:-_5-1	ABCC3	456	469	655	903	1046	296	346	510	323	445	595	685
ABCC4_CCDS45061.1_ex14_13:95860148-95860171:-_5-3	ABCC4	857	1095	1644	803	810	478	1277	1265	1073	1340	1027	1514
ABCC4_CCDS45061.1_ex17_13:95886862-95886885:-_5-5	ABCC4	135	156	65	91	0	165	187	178	97	158	55	143
ABCC4_CCDS45061.1_ex16_13:95863013-95863036:-_5-4	ABCC4	217	255	267	154	184	405	369	365	299	316	135	185
ABCC4_CCDS45061.1_ex13_13:95858780-95858803:-_5-1	ABCC4	360	440	444	139	179	297	154	231	394	608	466	576
ABCC4_CCDS45061.1_ex13_13:95858877-95858900:+_5-2	ABCC4	719	871	682	628	929	385	989	925	729	815	679	866
ABCC5_CCDS33898.1_ex3_3:183707087-183707110:+_5-4	ABCC5	433	481	481	776	201	220	457	270	440	572	399	585
ABCC5_CCDS33898.1_ex4_3:183732050-183732073:-_5-5	ABCC5	299	361	259	108	107	249	169	168	214	199	273	377
ABCC5_CCDS33898.1_ex2_3:183706425-183706448:-_5-1	ABCC5	254	295	43	291	77	255	238	224	268	232	99	112
ABCC5_CCDS33898.1_ex2_3:183706483-183706506:+_5-2	ABCC5	576	690	1293	400	851	560	857	917	426	669	596	681
ABCC5_CCDS33898.1_ex3_3:183707010-183707033:+_5-3	ABCC5	391	438	448	138	568	500	272	351	254	415	243	319
ABCC6_CCDS10568.1_ex18_16:16282818-16282841:-_10-3	ABCC6	566	625	1443	1056	48	829	364	437	414	471	442	513
ABCC6_CCDS10568.1_ex21_16:16291900-16291923:-_10-4	ABCC6	928	1084	717	680	853	1280	1027	1284	914	1374	1188	1567
ABCC6_CCDS10568.1_ex29_16:16315531-16315554:+_10-6	ABCC6	559	708	597	518	519	814	789	632	791	983	479	652
ABCC6_CCDS10568.1_ex15_16:16276732-16276755:-_10-1	ABCC6	619	741	580	208	621	385	754	678	563	706	674	576
ABCC6_CCDS10568.1_ex29_16:16315564-16315587:+_10-8	ABCC6	322	380	181	0	52	224	133	231	79	84	164	189
ABCC6_CCDS10568.1_ex29_16:16315617-16315640:-_10-10	ABCC6	273	296	401	122	215	534	215	267	331	566	224	353
ABCC6_CCDS10568.1_ex29_16:16315589-16315612:-_10-9	ABCC6	629	654	39	291	490	181	263	466	244	360	277	295
ABCC6_CCDS10568.1_ex29_16:16315548-16315571:-_10-7	ABCC6	504	546	409	452	154	346	306	310	255	350	399	361
ABCC6_CCDS10568.1_ex23_16:16297388-16297411:+_10-5	ABCC6	520	547	324	298	768	910	449	483	522	709	490	492
ABCC6_CCDS10568.1_ex17_16:16281043-16281066:-_10-2	ABCC6	855	973	402	270	561	429	651	765	578	794	666	708
ABCC8_CCDS31437.1_ex30_11:17464816-17464839:+_5-3	ABCC8	173	210	418	226	130	406	159	395	171	288	159	148
ABCC8_CCDS31437.1_ex34_11:17483198-17483221:+_5-4	ABCC8	633	687	584	280	491	805	826	588	539	904	615	780
ABCC8_CCDS31437.1_ex35_11:17485059-17485082:+_5-5	ABCC8	323	385	460	36	534	790	90	178	198	263	113	384
ABCC8_CCDS31437.1_ex27_11:17452374-17452397:+_5-2	ABCC8	283	401	652	150	191	309	164	444	446	456	243	213
ABCC8_CCDS31437.1_ex24_11:17449412-17449435:-_5-1	ABCC8	678	805	559	552	470	1403	728	651	565	856	602	889
ABCC9_CCDS8693.1_ex25_12:22040805-22040828:-_5-1	ABCC9	360	366	110	290	569	153	274	381	232	264	254	205
ABCC9_CCDS8693.1_ex30_12:22063203-22063226:+_5-2	ABCC9	166	195	58	13	146	86	169	131	126	163	164	137
ABCC9_CCDS8693.1_ex35_12:22078940-22078963:+_5-4	ABCC9	792	1069	1130	1273	919	462	834	830	596	844	667	663
ABCC9_CCDS8693.1_ex34_12:22069870-22069893:-_5-3	ABCC9	441	496	548	230	394	908	469	333	380	477	288	465
ABCC9_CCDS8693.1_ex36_12:22086780-22086803:-_5-5	ABCC9	184	189	104	54	49	270	223	199	145	230	271	314
ABCD1_CCDS14728.1_ex0_X:152991083-152991106:+_5-2	ABCD1	424	460	91	202	351	159	422	1779	319	384	225	346
ABCD1_CCDS14728.1_ex0_X:152991557-152991580:+_5-5	ABCD1	729	788	450	557	1573	780	749	849	687	672	281	422
ABCD1_CCDS14728.1_ex0_X:152991257-152991280:+_5-4	ABCD1	403	413	668	571	463	239	308	399	402	544	567	648
ABCD1_CCDS14728.1_ex0_X:152991038-152991061:-_5-1	ABCD1	594	643	714	640	114	1011	263	203	676	836	851	831
ABCD1_CCDS14728.1_ex0_X:152991197-152991220:-_5-3	ABCD1	342	390	189	480	19	301	181	119	154	290	286	314
ABCD2_CCDS8734.1_ex9_12:40012598-40012621:+_5-1	ABCD2	287	301	736	200	401	706	489	650	305	353	219	286
ABCD2_CCDS8734.1_ex9_12:40012977-40013000:+_5-4	ABCD2	410	392	379	873	637	487	379	481	379	283	263	300
ABCD2_CCDS8734.1_ex9_12:40012811-40012834:-_5-3	ABCD2	308	361	880	423	353	69	465	485	324	518	305	405
ABCD2_CCDS8734.1_ex9_12:40012638-40012661:+_5-2	ABCD2	296	355	202	194	445	583	255	186	236	281	251	227
ABCD2_CCDS8734.1_ex9_12:40013274-40013297:-_5-5	ABCD2	221	320	184	70	36	176	202	189	140	126	169	260
ABCD3_CCDS44175.1_ex5_1:94940775-94940798:-_5-5	ABCD3	115	144	199	198	78	242	65	71	63	128	71	91
ABCD3_CCDS44175.1_ex1_1:94924178-94924201:-_5-1	ABCD3	359	392	1016	678	288	374	332	422	383	623	445	476
ABCD3_CCDS44175.1_ex5_1:94940741-94940764:+_5-4	ABCD3	501	612	806	759	636	934	285	389	527	569	428	579
ABCD3_CCDS44175.1_ex4_1:94939380-94939403:-_5-3	ABCD3	51	56	208	9	29	36	42	40	25	18	104	86
ABCD3_CCDS44175.1_ex4_1:94939320-94939343:+_5-2	ABCD3	601	618	1280	434	345	389	486	518	493	602	184	407
ABCD4_CCDS9828.1_ex15_14:74764627-74764650:-_5-3	ABCD4	448	508	321	213	271	247	409	619	285	472	500	760
ABCD4_CCDS9828.1_ex10_14:74759489-74759512:+_5-1	ABCD4	239	300	293	126	198	376	541	388	239	383	266	272
ABCD4_CCDS9828.1_ex17_14:74766843-74766866:+_5-5	ABCD4	500	548	401	109	564	788	620	628	496	692	431	506
ABCD4_CCDS9828.1_ex14_14:74763055-74763078:+_5-2	ABCD4	281	231	24	152	15	48	237	238	404	487	75	301
ABCD4_CCDS9828.1_ex16_14:74766322-74766345:+_5-4	ABCD4	249	369	169	73	77	180	159	407	278	292	233	311
ABCE1_CCDS34071.1_ex7_4:146033406-146033429:-_5-4	ABCE1	15	15	0	0	0	0	48	0	0	0	0	0
ABCE1_CCDS34071.1_ex1_4:146026751-146026774:+_5-1	ABCE1	76	90	90	0	0	102	56	38	54	34	30	16
ABCE1_CCDS34071.1_ex8_4:146038520-146038543:-_5-5	ABCE1	597	713	226	246	592	979	59	31	69	59	332	381
ABCE1_CCDS34071.1_ex2_4:146029173-146029196:-_5-2	ABCE1	318	395	0	27	527	81	179	96	102	132	159	227
ABCE1_CCDS34071.1_ex3_4:146030281-146030304:+_5-3	ABCE1	953	947	48	279	23	177	238	261	131	273	282	294
ABCF1_CCDS34380.1_ex13_6:30552235-30552258:+_5-5	ABCF1	442	604	5	41	11	379	196	228	127	138	104	126
ABCF1_CCDS34380.1_ex10_6:30551444-30551467:+_5-4	ABCF1	607	697	47	209	0	222	231	132	90	180	115	164
ABCF1_CCDS34380.1_ex5_6:30546332-30546355:+_5-1	ABCF1	89	105	1	7	73	45	56	53	34	108	60	120
ABCF1_CCDS34380.1_ex10_6:30551395-30551418:+_5-3	ABCF1	1344	1679	192	634	197	1015	632	795	683	841	629	814
ABCF1_CCDS34380.1_ex9_6:30550909-30550932:-_5-2	ABCF1	615	754	175	905	426	663	556	704	584	698	381	606
ABCF2_CCDS5922.1_ex12_7:150921110-150921133:+_5-4	ABCF2	395	451	148	208	740	268	171	181	262	336	369	315
ABCF2_CCDS5922.1_ex10_7:150919626-150919649:-_5-1	ABCF2	612	660	208	308	481	238	178	241	343	509	360	646
ABCF2_CCDS5922.1_ex11_7:150920918-150920941:+_5-3	ABCF2	967	1076	545	574	790	695	391	571	786	854	1009	1114
ABCF2_CCDS5922.1_ex11_7:150920839-150920862:-_5-2	ABCF2	525	656	246	230	1070	639	434	312	424	584	225	270
ABCF2_CCDS5922.1_ex13_7:150921873-150921896:+_5-5	ABCF2	355	479	61	354	230	71	174	209	229	371	246	483
ABCF3_CCDS3254.1_ex5_3:183905755-183905778:+_5-2	ABCF3	525	608	1519	195	170	549	551	511	595	668	564	774
ABCF3_CCDS3254.1_ex6_3:183906138-183906161:+_5-4	ABCF3	315	377	156	429	265	438	266	327	165	232	210	271
ABCF3_CCDS3254.1_ex4_3:183905479-183905502:-_5-1	ABCF3	486	491	317	540	568	313	568	677	526	589	509	700
ABCF3_CCDS3254.1_ex8_3:183906714-183906737:+_5-5	ABCF3	707	804	202	206	751	383	726	866	700	779	719	928
ABCF3_CCDS3254.1_ex6_3:183905942-183905965:+_5-3	ABCF3	588	743	464	407	698	567	466	485	551	759	607	905
ABCG1_CCDS13681.1_ex2_21:43691189-43691212:-_5-1	ABCG1	321	399	284	196	83	390	278	424	373	528	358	354
ABCG1_CCDS13681.1_ex6_21:43704760-43704783:-_5-5	ABCG1	552	439	389	1105	750	536	656	565	543	743	497	808
ABCG1_CCDS13681.1_ex5_21:43702448-43702471:+_5-3	ABCG1	391	443	735	266	350	621	294	500	409	356	433	619
ABCG1_CCDS13681.1_ex6_21:43704708-43704731:+_5-4	ABCG1	262	305	179	379	394	404	194	377	268	210	295	347
ABCG1_CCDS13681.1_ex5_21:43702417-43702440:+_5-2	ABCG1	777	855	410	463	1290	1165	635	650	726	1032	535	628
ABCG2_CCDS3628.1_ex9_4:89039397-89039420:-_5-1	ABCG2	108	148	854	119	1	28	132	98	174	169	49	59
ABCG2_CCDS3628.1_ex12_4:89053044-89053067:-_5-4	ABCG2	191	257	269	392	275	325	256	242	223	283	208	135
ABCG2_CCDS3628.1_ex11_4:89052232-89052255:-_5-3	ABCG2	279	282	485	793	156	36	222	222	199	244	153	112
ABCG2_CCDS3628.1_ex13_4:89053769-89053792:-_5-5	ABCG2	283	343	257	108	72	581	258	208	357	294	320	416
ABCG2_CCDS3628.1_ex10_4:89042831-89042854:-_5-2	ABCG2	237	281	143	236	31	280	168	230	294	454	148	377
ABCG4_CCDS8415.1_ex1_11:119024760-119024783:+_5-3	ABCG4	580	737	485	729	204	630	972	901	527	859	568	813
ABCG4_CCDS8415.1_ex6_11:119027329-119027352:-_5-5	ABCG4	322	376	47	54	474	268	213	203	255	376	495	493
ABCG4_CCDS8415.1_ex4_11:119025505-119025528:-_5-4	ABCG4	357	354	410	178	722	300	386	294	308	336	434	636
ABCG4_CCDS8415.1_ex0_11:119020874-119020897:-_5-1	ABCG4	463	561	373	154	908	596	422	504	552	676	699	986
ABCG4_CCDS8415.1_ex0_11:119020894-119020917:-_5-2	ABCG4	497	618	556	369	927	371	607	418	644	797	372	512
ABCG5_CCDS1814.1_ex11_2:44065081-44065104:-_5-5	ABCG5	655	757	573	285	550	1178	400	952	732	1126	655	881
ABCG5_CCDS1814.1_ex11_2:44065008-44065031:-_5-4	ABCG5	189	267	161	25	25	156	57	213	200	347	262	73
ABCG5_CCDS1814.1_ex5_2:44051553-44051576:-_5-1	ABCG5	261	283	356	377	15	649	126	226	226	396	168	142
ABCG5_CCDS1814.1_ex8_2:44055199-44055222:+_5-3	ABCG5	406	536	299	286	393	490	366	307	336	696	468	769
ABCG5_CCDS1814.1_ex7_2:44053606-44053629:+_5-2	ABCG5	576	755	349	342	1034	100	546	482	456	778	297	482
ABCG8_CCDS1815.1_ex5_2:44079912-44079935:-_5-5	ABCG8	527	642	717	268	600	871	597	528	634	1022	466	481
ABCG8_CCDS1815.1_ex3_2:44078944-44078967:-_5-2	ABCG8	808	773	1454	615	952	944	1372	1457	745	1041	583	993
ABCG8_CCDS1815.1_ex3_2:44078875-44078898:-_5-1	ABCG8	568	569	510	542	237	744	603	465	621	745	657	809
ABCG8_CCDS1815.1_ex5_2:44079891-44079914:-_5-4	ABCG8	570	577	446	265	592	388	299	526	603	810	523	707
ABCG8_CCDS1815.1_ex4_2:44079544-44079567:+_5-3	ABCG8	758	814	1605	1497	199	1050	531	618	787	974	443	634
ABHD1_CCDS1736.1_ex1_2:27351375-27351398:+_5-1	ABHD1	596	665	487	815	443	439	511	429	492	502	765	914
ABHD1_CCDS1736.1_ex1_2:27351447-27351470:+_5-2	ABHD1	310	327	226	86	246	215	190	197	274	344	274	296
ABHD1_CCDS1736.1_ex3_2:27352184-27352207:+_5-4	ABHD1	311	388	194	77	205	270	239	344	321	476	243	248
ABHD1_CCDS1736.1_ex4_2:27352367-27352390:+_5-5	ABHD1	497	571	633	192	846	636	548	733	447	553	511	745
ABHD1_CCDS1736.1_ex2_2:27351978-27352001:+_5-3	ABHD1	366	512	190	309	400	407	456	695	348	468	383	487
ABHD10_CCDS2963.1_ex0_3:111698017-111698040:+_5-1	ABHD10	808	969	531	862	339	791	809	751	672	812	712	752
ABHD10_CCDS2963.1_ex1_3:111700730-111700753:-_5-3	ABHD10	47	58	25	0	13	54	65	52	27	38	43	26
ABHD10_CCDS2963.1_ex1_3:111700682-111700705:-_5-2	ABHD10	80	87	0	119	126	62	9	93	44	116	27	190
ABHD10_CCDS2963.1_ex1_3:111700748-111700771:+_5-4	ABHD10	158	200	99	95	390	33	195	147	58	123	134	95
ABHD10_CCDS2963.1_ex1_3:111700792-111700815:+_5-5	ABHD10	371	415	246	329	290	356	419	492	150	355	249	413
ABHD11_CCDS47607.1_ex4_7:73153027-73153050:-_5-5	ABHD11	705	875	161	146	393	938	284	466	420	721	348	601
ABHD11_CCDS47607.1_ex2_7:73151931-73151954:+_5-2	ABHD11	475	551	187	25	155	242	178	164	180	476	347	355
ABHD11_CCDS47607.1_ex3_7:73152724-73152747:+_5-4	ABHD11	356	455	541	39	93	221	219	160	288	423	235	322
ABHD11_CCDS47607.1_ex2_7:73151989-73152012:-_5-3	ABHD11	422	474	312	131	207	170	469	456	311	390	441	569
ABHD11_CCDS47607.1_ex2_7:73151890-73151913:-_5-1	ABHD11	314	441	193	21	271	333	202	215	161	309	194	190
ABHD12_CCDS13172.1_ex9_20:25300835-25300858:+_5-1	ABHD12	829	800	84	137	741	1491	356	388	491	570	426	397
ABHD12_CCDS13172.1_ex12_20:25371209-25371232:-_5-5	ABHD12	586	797	171	489	604	800	553	376	530	601	479	742
ABHD12_CCDS13172.1_ex11_20:25319971-25319994:-_5-3	ABHD12	536	666	195	182	265	721	406	419	525	612	457	635
ABHD12_CCDS13172.1_ex11_20:25319897-25319920:+_5-2	ABHD12	55	59	0	42	38	39	111	76	25	55	39	40
ABHD12_CCDS13172.1_ex12_20:25371156-25371179:+_5-4	ABHD12	1409	1723	280	1145	770	1816	908	1104	1044	1435	780	1291
ABHD12B_CCDS55916.1_ex6_14:51352534-51352557:-_5-5	ABHD12B	121	152	159	182	72	21	140	150	126	124	190	354
ABHD12B_CCDS55916.1_ex4_14:51348322-51348345:+_5-2	ABHD12B	256	349	176	296	226	463	354	278	319	372	278	211
ABHD12B_CCDS55916.1_ex3_14:51347235-51347258:-_5-1	ABHD12B	393	431	644	43	184	410	442	268	427	650	472	640
ABHD12B_CCDS55916.1_ex6_14:51352479-51352502:-_5-3	ABHD12B	300	352	168	321	147	61	116	195	180	358	408	439
ABHD12B_CCDS55916.1_ex6_14:51352493-51352516:+_5-4	ABHD12B	270	303	287	290	260	422	278	362	174	330	207	357
ABHD13_CCDS32007.1_ex0_13:108881926-108881949:+_5-3	ABHD13	320	338	106	338	84	123	378	360	382	496	413	658
ABHD13_CCDS32007.1_ex0_13:108881899-108881922:-_5-2	ABHD13	10	12	0	0	0	0	34	48	9	11	11	0
ABHD13_CCDS32007.1_ex0_13:108882004-108882027:+_5-4	ABHD13	104	108	20	71	57	150	44	81	44	68	78	104
ABHD13_CCDS32007.1_ex0_13:108881866-108881889:+_5-1	ABHD13	17	7	0	0	7	0	0	1	11	0	0	0
ABHD13_CCDS32007.1_ex0_13:108882265-108882288:-_5-5	ABHD13	19	23	1	648	0	12	0	6	2	18	10	15
ABHD14A_CCDS2843.1_ex1_3:52011954-52011977:-_5-1	ABHD14A	323	474	162	432	1268	161	347	380	220	277	203	233
ABHD14A_CCDS2843.1_ex2_3:52012300-52012323:+_5-3	ABHD14A	449	519	381	265	296	679	413	445	252	366	413	830
